issue_id,type,created_date,created_date_zoned,updated_date,updated_date_zoned,resolved_date,resolved_date_zoned,summary,description,priority,status,resolution,assignee,assignee_username,reporter,reporter_username
MRM-462,Bug,2007-08-09T00:26:30.046Z,2007-08-09T00:26:30.046Z,2007-09-12T04:29:00.153Z,2007-09-12T04:29:00.153Z,2007-09-12T04:29:00.156Z,2007-09-12T04:29:00.156Z,separate configuration of managed repositories from remote repositories,"the fancy footwork to make a managed repository use all the same configuration screens as a remote repository is causing both subtle bugs (particularly in the URL handling), and a confusing user experience (settings appearing that are irrelevant to remote repositories in the edit form).

1) separate the forms/actions (or at least exclude the fields that are not relevant when editing the remote repos)
2) treat the URL (remote) as a URL and the location (managed) as a path. Don't munge anything.
3) I think we should consider separating them into different lists in the configuration again.

",Critical,Closed,Fixed,Brett Porter,brettporter,Brett Porter,brettporter
MRM-443,Improvement,2007-08-03T01:30:21.528Z,2007-08-03T01:30:21.528Z,2007-09-24T13:15:21.715Z,2007-09-24T13:15:21.715Z,,,it'd be nice to have a wizard interface to set up some common settings,for example - setting up guest access to all repositories could be a simple yes/no instead of having to go in and do configuration on a new set up.,Major,Open,,,,Brett Porter,brettporter
MRM-484,Bug,2007-08-27T13:57:14.962Z,2007-08-27T13:57:14.962Z,2007-08-28T01:34:19.295Z,2007-08-28T01:34:19.295Z,2007-08-28T01:34:19.3Z,2007-08-28T01:34:19.3Z,Cannot edit some managed repositories,"I have 6 managed repositories but cannot edit 2 of them.

I can click on their ""Edit Repository"" link but I come back directly to the ""Administration - Repositories"" page. 

Even if In the log I get 
INFO  com.opensymphony.xwork.Action:configureRepositoryAction  - .edit()

",Major,Closed,Duplicate,,,Oscar Picasso,oscarpica
MRM-437,Bug,2007-07-29T23:59:53.824Z,2007-07-29T23:59:53.824Z,2007-10-04T17:31:31.933Z,2007-10-04T17:31:31.933Z,2007-10-04T17:31:31.937Z,2007-10-04T17:31:31.937Z,admin editing of proxy connectors fails in multiple instances,"I've seen the following:
- edit first one and save (order changes)
- edit new first one and save (end up with the same connector for both, eg the blacklist is duplicated)
- in other circumstances, I'd seen editing the proxy connector produce a second one
- removing the corresponding remote repository doesn't remove the associated network proxy.

I believe this entire set of actions needs a review.",Major,Closed,Fixed,Joakim Erdfelt,joakime,Brett Porter,brettporter
MRM-407,Bug,2007-05-31T02:28:29.774Z,2007-05-31T02:28:29.774Z,2007-08-15T03:49:18.571Z,2007-08-15T03:49:18.571Z,2007-08-15T03:49:18.574Z,2007-08-15T03:49:18.574Z,"""Scanned"" is always set to true even if unchecked in the Edit Repository page","Steps:

1) Log in as admin.
2) In the left menu, under Administration, click Repositories.
3) Edit a repository.
4) Uncheck ""Scanned"".
5) Click Update Repository.

Notice that ""Scanned"" is still set to ""True"" after saving.

This is also true for ""Releases Included"" (see MRM-374).",Major,Closed,Fixed,Maria Odea Ching,oching,Dawn Angelito,dangelito
MRM-450,Improvement,2007-08-03T11:13:47.096Z,2007-08-03T11:13:47.096Z,2007-08-21T03:16:40.174Z,2007-08-21T03:16:40.174Z,2007-08-21T03:16:40.177Z,2007-08-21T03:16:40.177Z,"change default label for repository ID report search to ""All repositories"" instead of """"",,Major,Closed,Fixed,Teodoro Cue Jr.,tcue,Brett Porter,brettporter
MRM-460,Bug,2007-08-07T04:07:12.471Z,2007-08-07T04:07:12.471Z,2015-04-05T14:53:59.21Z,2015-04-05T14:53:59.21Z,2007-09-15T22:47:28.25Z,2007-09-15T22:47:28.25Z,invalid cache policy,"CachedFailuresPolicy has a log typo when the requested policy is not supported
""Unknown **checksum** policyCode""

attached Patch to be applied on archiva-policies.",Major,Closed,Fixed,Brett Porter,brettporter,nicolas de loof,ndeloof
MRM-483,Bug,2007-08-22T03:11:39.667Z,2007-08-22T03:11:39.667Z,2017-04-05T20:16:00.461Z,2017-04-05T20:16:00.461Z,,,verify thread safety of Configuration object,"Deng discovered a thread-safety bug in the re-initialisation of the Configuration object when saving and consequently re-initialising. While that has been fixed, and DefaultArchivaConfiguration is now thread safe, it does pass out the shared Configuration object. We need to audit places that the object may be modified in a way that is not thread safe (if it is being modified, it should not be used by another thread until the save() method has completed and those threads have called get() again - perhaps anything that intends to modify it should get back a copy of the configuration object instead).",Major,Open,,,,Brett Porter,brettporter
MRM-414,Improvement,2007-06-10T23:09:14.977Z,2007-06-10T23:09:14.977Z,2008-02-06T09:50:41.227Z,2008-02-06T09:50:41.227Z,2008-02-06T09:50:41.298Z,2008-02-06T09:50:41.298Z,Don't queue a request to scan a repository that is currently being scanned,"If a repository is currently being scanned when the 'Scan Repository Now' button is clicked, don't queue another request to scan it.

Example:

INFO   | jvm 1    | 2007/06/10 21:00:09 | 728900 [SocketListener0-1] INFO com.opensymphony.xwork.Action:schedulerAction - [ActionMessage] Your request to have repository [central] be indexed has been queued.
INFO   | jvm 1    | 2007/06/10 21:00:09 | 728902 [pool-2-thread-1] INFO org.codehaus.plexus.taskqueue.execution.TaskExecutor:repository-scanning - Executing task from queue with job name: repository-job:central
INFO   | jvm 1    | 2007/06/10 21:00:09 | 728928 [pool-2-thread-1] INFO org.apache.maven.archiva.repository.scanner.RepositoryScanner:default - Walk Started: [central] file:/opt/central-repository/

INFO   | jvm 1    | 2007/06/10 21:01:08 | 788035 [SocketListener0-1] INFO com.opensymphony.xwork.Action:schedulerAction - [ActionMessage] Your request to have repository [central] be indexed has been queued.",Minor,Closed,Fixed,,,Wendy Smoak,wsmoak
MRM-438,Bug,2007-07-30T00:01:05.958Z,2007-07-30T00:01:05.958Z,2007-09-13T01:45:15.886Z,2007-09-13T01:45:15.886Z,2007-09-13T01:45:15.89Z,2007-09-13T01:45:15.89Z,broken images in the download box on the artifact page,these don't appear to work at all in the latest version - it isn't noticeable in firefox but in ie you get the big white square with an X in it.,Major,Closed,Fixed,Maria Odea Ching,oching,Brett Porter,brettporter
MRM-422,Bug,2007-06-22T08:51:00.613Z,2007-06-22T08:51:00.613Z,2007-06-22T22:42:42.856Z,2007-06-22T22:42:42.856Z,2007-06-22T22:42:42.861Z,2007-06-22T22:42:42.861Z,Wrong directory name for snapshots repo in default config,"The default configuration includes two repositories:  'internal' and 'snapshots'.

Both are configured to use a single directory named 'internal.'

Archiva Managed Snapshot Repository
Identifier 	snapshots
Name 	Archiva Managed Snapshot Repository
---------->  Directory 	/C:/${appserver.home}/repositories/internal/    <-------------
WebDAV URL 	http://localhost:8080/archiva/repository/snapshots/
Type 	Maven 2.x Repository

Instead, the snapshots repo should use a directory called 'snapshots'.",Minor,Closed,Fixed,Wendy Smoak,wsmoak,Wendy Smoak,wsmoak
MRM-440,Bug,2007-08-01T23:41:07.864Z,2007-08-01T23:41:07.864Z,2007-11-08T10:00:19.847Z,2007-11-08T10:00:19.847Z,2007-11-08T10:00:19.851Z,2007-11-08T10:00:19.851Z,"If webdav URL lacks a trailing /, navigating to all links in the listing return 404.","If you go to:
http://localhost:8080/archiva/repository/releases

then click a link, you get 404.

But if you go to:
http://localhost:8080/archiva/repository/releases/

everything works as expected.",Minor,Closed,Fixed,Joakim Erdfelt,joakime,Brett Porter,brettporter
MRM-419,Bug,2007-06-21T13:23:55.324Z,2007-06-21T13:23:55.324Z,2010-02-28T22:51:47.785Z,2010-02-28T22:51:47.785Z,,,WebDAV functionality not working for Internet Explorer / Windows Network Places,"I am using archiva built from source (r548493). I set up a managed repository and several proxied repositories. 

Browsing the WebDAV url from Firefox works just fine, but it appears the IE doesn't recognize the url - it asks me if I want to ""save this file"", and its type is unknown. 

When I try to set up a Network Place using the url, it shows me the top level of the repository, but if I try to browse to any folder, I get the error: ""Documents in this folder are not available. The folder may have been moved or deleted, or network problems may be preventing a connection to the server. There is a problem with the web server. Please try again later or contact the server administrator."" 

I notice that the url it's trying to browse to is incorrect. The root URL of the repository is: 

http://[host]/archiva/repository/internal/

but when I double-click on, say, commons-collections, it tries to browse to:

http://repository.muze.com/archiva/repository/commons-collections",Minor,Reopened,,james.w.dumay,james.w.dumay,John Didion,jdidion
MRM-463,Bug,2007-08-09T19:54:20.278Z,2007-08-09T19:54:20.278Z,2008-04-08T05:25:59.281Z,2008-04-08T05:25:59.281Z,2007-09-09T22:23:01.687Z,2007-09-09T22:23:01.687Z,Metadata merging doesn't work.,"When dealing with metadata.xml files and proxying the merging of metadata is not performed correctly.
Often ending up with a metadata.xml file with no versions specified.

Tasks	
1) Re-enabled metadata tests in the archiva-proxy module.	
2) Fix the proxy code (and possibly the tests) to ensure metadata.xml files are merged correctly.	
3) Create tests for 1 managed to multiple remote repos all with metadata.xml for the same groupId:artifactId	
4) Create tests for versionless and versioned metadata.xml files.

Note: Consider using the VersionComparator to obtain a unique list of sorted (by version)",Blocker,Closed,Fixed,Joakim Erdfelt,joakime,Joakim Erdfelt,joakime
MRM-418,Task,2007-06-21T09:33:07.92Z,2007-06-21T09:33:07.92Z,2007-06-21T09:42:08.229Z,2007-06-21T09:42:08.229Z,2007-06-21T09:42:08.231Z,2007-06-21T09:42:08.231Z,Remove the network proxy example from default archiva.xml,See discussion on issue MRM-373.,Minor,Closed,Fixed,Fabrice Bellingard,fabemn,Fabrice Bellingard,fabemn
MRM-458,Improvement,2007-08-06T19:57:53.57Z,2007-08-06T19:57:53.57Z,2015-04-06T00:55:19.41Z,2015-04-06T00:55:19.41Z,2007-10-23T03:09:07.748Z,2007-10-23T03:09:07.748Z,the NOTICE file is overzealous in declaring dependencies,"we only need to say, for example, software developed by the ASF once, and all the unnamed ones don't need to be there.

This might require fixes in the remote reosurces plugin and an update.",Major,Closed,Fixed,Emmanuel Venisse,evenisse,Brett Porter,brettporter
MRM-459,Improvement,2007-08-06T20:09:17.384Z,2007-08-06T20:09:17.384Z,2007-11-08T09:44:00.288Z,2007-11-08T09:44:00.288Z,2007-11-08T09:44:00.293Z,2007-11-08T09:44:00.293Z,prune the distributed dependencies,"a large number of unneeded dependencies are distributed with Archiva (or if they are needed, we might want to review why).

For example: ant-optional (probably for jsp compiler), commons-logging impl + slf4j + log4j, xerces, jtidy, jdom, dom4j, commons-jxpath, jaxen, jta (we have geronimo-jat already), classworlds (we have plexus-classworlds already), backport (we require JDK 5, no need for this).

I'm also uncertain if all the maven libraries are still needed. ",Major,Closed,Fixed,Joakim Erdfelt,joakime,Brett Porter,brettporter
MRM-491,Improvement,2007-09-12T05:59:15.074Z,2007-09-12T05:59:15.074Z,2012-09-25T16:25:24.941Z,2012-09-25T16:25:24.941Z,2012-09-25T16:25:24.456Z,2012-09-25T16:25:24.456Z,paginate report pages,"- artifact dependencies
- artifact used by",Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Brett Porter,brettporter
MRM-427,Bug,2007-06-28T00:54:40.687Z,2007-06-28T00:54:40.687Z,2008-09-13T21:46:56.659Z,2008-09-13T21:46:56.659Z,2008-09-13T21:46:56.666Z,2008-09-13T21:46:56.666Z,maven-upload-bundle doesn't generate metadata xml files,"(Putting in MRM for want of anywhere else to record this).

When handling Maven bundles, the maven metadata xml's are not generated nor updated.",Major,Closed,Won't Fix,,,Jira Report User,jirareport
MRM-432,Bug,2007-07-16T10:53:46.728Z,2007-07-16T10:53:46.728Z,2007-10-10T17:31:14.654Z,2007-10-10T17:31:14.654Z,2007-10-10T17:31:14.657Z,2007-10-10T17:31:14.657Z,Proxy Connectors are unable to download artifacts with alpha numerical version numbers,"Archiva is unable to download this artifact:

<dependency>
    <groupId>ch.ethz.ganymed</groupId>
    <artifactId>ganymed-ssh2</artifactId>
    <version>build210</version>
</dependency>

although it is in the central repository. I can download the artifact if a switch the central mirror of, just downloading the artifact directly over maven. I didn't had any problems with all the other artifacts from the central repository.

I assume that there is a problem with alpha numerical version numbers. But it's just a guess.",Critical,Closed,Fixed,Joakim Erdfelt,joakime,Mathias Arens,mathiasarens
MRM-405,Bug,2007-05-30T06:51:14.15Z,2007-05-30T06:51:14.15Z,2007-05-30T06:54:32.39Z,2007-05-30T06:54:32.39Z,2007-05-30T06:54:32.392Z,2007-05-30T06:54:32.392Z,Archiva can't connect to remote repositories if they are behind a network proxy,"- Define your network proxy with the valid credentials
- Update the proxy connector configuration [ internal , central ] to use this network proxy and not a direct connection
- Try to access a JAR or a POM that is on the central repository and not already on the internal one: the download fails

The problem comes from DefaultRepositoryProxyConnectors#initConnectorsAndNetworkProxies(), where the proxy id of the proxy config is not copied into the newly created ProxyConnector() object.",Major,Closed,Fixed,Fabrice Bellingard,fabemn,Fabrice Bellingard,fabemn
MRM-498,Bug,2007-09-13T19:20:51.427Z,2007-09-13T19:20:51.427Z,2007-09-14T08:47:19.56Z,2007-09-14T08:47:19.56Z,2007-09-14T08:47:19.564Z,2007-09-14T08:47:19.564Z,upgrade to last webwork/xwork,"Due to security hole http://wiki.opensymphony.com/display/WW/1.2.3+Press+Release.
This upgrade is really needed.",Blocker,Closed,Fixed,Emmanuel Venisse,evenisse,Olivier Lamy (*$^¨%`£),olamy
MRM-492,Improvement,2007-09-12T06:52:44.947Z,2007-09-12T06:52:44.947Z,2007-10-22T22:06:07.586Z,2007-10-22T22:06:07.586Z,2007-10-22T22:06:07.59Z,2007-10-22T22:06:07.59Z,repository failures can present as a 404 from proxy,"if multiple repositories are a proxy source and it is not found on some, and an error occurs on one or more - the end result is a ""not found"", where there should be some indication of error in case the artifact may exist on the repository with the error.",Major,Closed,Cannot Reproduce,Joakim Erdfelt,joakime,Brett Porter,brettporter
MRM-401,Bug,2007-05-30T03:38:31.352Z,2007-05-30T03:38:31.352Z,2007-06-02T07:11:16.863Z,2007-06-02T07:11:16.863Z,2007-05-30T04:07:49.209Z,2007-05-30T04:07:49.209Z,error 500 clicking serach result for commons-dbcp,"1) search for commons-dbcp
2) click on the first result which should be commons-dbcp 1.0 (URL http://localhost:9091/browse/commons-dbcp/commons-dbcp/1.0)

Error is:
org.apache.maven.archiva.database.ObjectNotFoundException: Unable to find Database Object [commons-dbcp:commons-dbcp:1.0] of type org.apache.maven.archiva.model.ArchivaProjectModel using no fetch-group
	at org.apache.maven.archiva.database.jdo.JdoAccess.getObjectById(JdoAccess.java:435)
	at org.apache.maven.archiva.database.jdo.JdoProjectModelDAO.getProjectModel(JdoProjectModelDAO.java:74)
	at org.apache.maven.archiva.database.browsing.DefaultRepositoryBrowsing.selectVersion(DefaultRepositoryBrowsing.java:130)
	at org.apache.maven.archiva.web.action.ShowArtifactAction.artifact(ShowArtifactAction.java:96)

Nested:
Caused by: javax.jdo.JDOObjectNotFoundException: No such database row
FailedObject:commons-dbcp:commons-dbcp:1.0
	at org.jpox.store.rdbms.request.FetchRequest.execute(FetchRequest.java:194)
	at org.jpox.store.rdbms.table.ClassTable.fetch(ClassTable.java:2552)
	at org.jpox.store.StoreManager.fetch(StoreManager.java:941)
	at org.jpox.state.StateManagerImpl.loadFieldsInFetchPlan(StateManagerImpl.java:1820)
	at org.jpox.state.StateManagerImpl.validate(StateManagerImpl.java:4499)
	at org.jpox.AbstractPersistenceManager.getObjectById(AbstractPersistenceManager.java:2710)
	at org.jpox.AbstractPersistenceManager.getObjectById(AbstractPersistenceManager.java:2584)
	at org.jpox.AbstractPersistenceManager.getObjectById(AbstractPersistenceManager.java:2564)
	at org.apache.maven.archiva.database.jdo.JdoAccess.getObjectById(JdoAccess.java:425)

Note that the initial scan was still in progress - up to walk step 17 in commons-jelly so I believe dbcp was done.

I'm using a mostly-complete copy of central.

",Major,Closed,Duplicate,Brett Porter,brettporter,Brett Porter,brettporter
